2018-02-06 17:38:40.2337 |  Info | Program | Grand Theft Multiplayer Server v0.1.640.64 
2018-02-07 18:11:29.0856 |  Info | ServerAPI | Loaded Home ID:17 
2018-02-07 18:11:29.0856 |  Info | ServerAPI | Loaded Home ID:18 
2018-02-07 18:11:29.1012 |  Info | ServerAPI | Loaded Home ID:19 
2018-02-07 18:11:29.1012 |  Info | ServerAPI | Loaded Home ID:20 
2018-02-07 18:11:29.1012 |  Info | GameServer | Resource lsrp started. 
2018-02-07 18:11:29.1168 |  Info | Property | Loading oldskool properties... 
2018-02-07 18:11:29.1168 |  Info | Items | Items Lod 
2018-02-07 18:11:29.1325 |  Info | Items | Klamottenladen Lod 
2018-02-07 18:11:29.1325 |  Info | VehicleSpawner | load Owned Vehicles 
2018-02-07 18:11:29.4606 |  Info | Property | Loading oldskool properties... 
2018-02-07 18:11:29.4763 | Error | ScriptingEngine | EXCEPTION IN RESOURCE lsrp INSIDE SCRIPTENGINE Property Microsoft.CSharp.RuntimeBinder.RuntimeBinderException: System.Dynamic.ExpandoObject enthält keine Definition für doormanager.
   bei CallSite.Target(Closure , CallSite , Object )
   bei System.Dynamic.UpdateDelegates.UpdateAndExecute1[T0,TRet](CallSite site, T0 arg0)
   bei IcaroRPG.Property.Newskool..ctor(Boolean locked, Boolean forsale, Int32 hid, Int32 price, Vector3 ev, Int32 doormodel)
   bei IcaroRPG.Property.OnStart()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<InvokeResourceStart>b__26_0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass19_0.<MainThreadLoop>b__0(Object <p0>)
2018-02-07 18:13:26.7074 | Debug | GameServer | Announcing self to master server... 
2018-02-07 18:14:38.8244 | Error | ScriptingEngine | EXCEPTION IN RESOURCE lsrp INSIDE SCRIPTENGINE Items Microsoft.CSharp.RuntimeBinder.RuntimeBinderInternalCompilerException: Unerwartete Ausnahme beim Binden eines dynamischen Vorgangs
   bei Microsoft.CSharp.RuntimeBinder.RuntimeBinder.Bind(DynamicMetaObjectBinder payload, IEnumerable`1 parameters, DynamicMetaObject[] args, DynamicMetaObject& deferredBinding)
   bei Microsoft.CSharp.RuntimeBinder.BinderHelper.Bind(DynamicMetaObjectBinder action, RuntimeBinder binder, IEnumerable`1 args, IEnumerable`1 arginfos, DynamicMetaObject onBindingError)
   bei Microsoft.CSharp.RuntimeBinder.CSharpInvokeMemberBinder.FallbackInvokeMember(DynamicMetaObject target, DynamicMetaObject[] args, DynamicMetaObject errorSuggestion)
   bei System.Dynamic.DynamicMetaObject.BindInvokeMember(InvokeMemberBinder binder, DynamicMetaObject[] args)
   bei System.Dynamic.DynamicMetaObjectBinder.Bind(Object[] args, ReadOnlyCollection`1 parameters, LabelTarget returnLabel)
   bei System.Runtime.CompilerServices.CallSiteBinder.BindCore[T](CallSite`1 site, Object[] args)
   bei System.Dynamic.UpdateDelegates.UpdateAndExecuteVoid2[T0,T1](CallSite site, T0 arg0, T1 arg1)
   bei IcaroRPG.Items.colShapeEnterEvent(ColShape shape, NetHandle entity)
   bei GrandTheftMultiplayer.Server.API.API.invokeColShapeEnter(ColShape shape, NetHandle vehicle)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass49_0.<InvokeColshapeEnter>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass19_0.<MainThreadLoop>b__0(Object <p0>)
2018-02-07 18:14:38.8244 | Error | ScriptingEngine | EXCEPTION IN RESOURCE lsrp INSIDE SCRIPTENGINE Items Microsoft.CSharp.RuntimeBinder.RuntimeBinderInternalCompilerException: Unerwartete Ausnahme beim Binden eines dynamischen Vorgangs
   bei Microsoft.CSharp.RuntimeBinder.RuntimeBinder.Bind(DynamicMetaObjectBinder payload, IEnumerable`1 parameters, DynamicMetaObject[] args, DynamicMetaObject& deferredBinding)
   bei Microsoft.CSharp.RuntimeBinder.BinderHelper.Bind(DynamicMetaObjectBinder action, RuntimeBinder binder, IEnumerable`1 args, IEnumerable`1 arginfos, DynamicMetaObject onBindingError)
   bei Microsoft.CSharp.RuntimeBinder.CSharpInvokeMemberBinder.FallbackInvokeMember(DynamicMetaObject target, DynamicMetaObject[] args, DynamicMetaObject errorSuggestion)
   bei System.Dynamic.DynamicMetaObject.BindInvokeMember(InvokeMemberBinder binder, DynamicMetaObject[] args)
   bei System.Dynamic.DynamicMetaObjectBinder.Bind(Object[] args, ReadOnlyCollection`1 parameters, LabelTarget returnLabel)
   bei System.Runtime.CompilerServices.CallSiteBinder.BindCore[T](CallSite`1 site, Object[] args)
   bei System.Dynamic.UpdateDelegates.UpdateAndExecuteVoid2[T0,T1](CallSite site, T0 arg0, T1 arg1)
   bei IcaroRPG.Items.colShapeEnterEvent(ColShape shape, NetHandle entity)
   bei GrandTheftMultiplayer.Server.API.API.invokeColShapeEnter(ColShape shape, NetHandle vehicle)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass49_0.<InvokeColshapeEnter>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass19_0.<MainThreadLoop>b__0(Object <p0>)
2018-02-07 18:14:38.8244 | Error | ScriptingEngine | EXCEPTION IN RESOURCE lsrp INSIDE SCRIPTENGINE Items Microsoft.CSharp.RuntimeBinder.RuntimeBinderInternalCompilerException: Unerwartete Ausnahme beim Binden eines dynamischen Vorgangs
   bei Microsoft.CSharp.RuntimeBinder.RuntimeBinder.Bind(DynamicMetaObjectBinder payload, IEnumerable`1 parameters, DynamicMetaObject[] args, DynamicMetaObject& deferredBinding)
   bei Microsoft.CSharp.RuntimeBinder.BinderHelper.Bind(DynamicMetaObjectBinder action, RuntimeBinder binder, IEnumerable`1 args, IEnumerable`1 arginfos, DynamicMetaObject onBindingError)
   bei Microsoft.CSharp.RuntimeBinder.CSharpInvokeMemberBinder.FallbackInvokeMember(DynamicMetaObject target, DynamicMetaObject[] args, DynamicMetaObject errorSuggestion)
   bei System.Dynamic.DynamicMetaObject.BindInvokeMember(InvokeMemberBinder binder, DynamicMetaObject[] args)
   bei System.Dynamic.DynamicMetaObjectBinder.Bind(Object[] args, ReadOnlyCollection`1 parameters, LabelTarget returnLabel)
   bei System.Runtime.CompilerServices.CallSiteBinder.BindCore[T](CallSite`1 site, Object[] args)
   bei System.Dynamic.UpdateDelegates.UpdateAndExecuteVoid2[T0,T1](CallSite site, T0 arg0, T1 arg1)
   bei IcaroRPG.Items.colShapeEnterEvent(ColShape shape, NetHandle entity)
   bei GrandTheftMultiplayer.Server.API.API.invokeColShapeEnter(ColShape shape, NetHandle vehicle)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass49_0.<InvokeColshapeEnter>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass19_0.<MainThreadLoop>b__0(Object <p0>)
2018-02-07 18:14:38.8244 |  Info | ServerAPI | 45 
2018-02-07 18:14:38.8244 |  Info | ServerAPI | car shop 
2018-02-07 18:15:26.7200 | Debug | GameServer | Announcing self to master server... 
2018-02-07 18:15:38.5338 | Error | ScriptingEngine | EXCEPTION IN RESOURCE lsrp INSIDE SCRIPTENGINE Items Microsoft.CSharp.RuntimeBinder.RuntimeBinderInternalCompilerException: Unerwartete Ausnahme beim Binden eines dynamischen Vorgangs
   bei Microsoft.CSharp.RuntimeBinder.RuntimeBinder.Bind(DynamicMetaObjectBinder payload, IEnumerable`1 parameters, DynamicMetaObject[] args, DynamicMetaObject& deferredBinding)
   bei Microsoft.CSharp.RuntimeBinder.BinderHelper.Bind(DynamicMetaObjectBinder action, RuntimeBinder binder, IEnumerable`1 args, IEnumerable`1 arginfos, DynamicMetaObject onBindingError)
   bei Microsoft.CSharp.RuntimeBinder.CSharpInvokeMemberBinder.FallbackInvokeMember(DynamicMetaObject target, DynamicMetaObject[] args, DynamicMetaObject errorSuggestion)
   bei System.Dynamic.DynamicMetaObject.BindInvokeMember(InvokeMemberBinder binder, DynamicMetaObject[] args)
   bei System.Dynamic.DynamicMetaObjectBinder.Bind(Object[] args, ReadOnlyCollection`1 parameters, LabelTarget returnLabel)
   bei System.Runtime.CompilerServices.CallSiteBinder.BindCore[T](CallSite`1 site, Object[] args)
   bei System.Dynamic.UpdateDelegates.UpdateAndExecuteVoid2[T0,T1](CallSite site, T0 arg0, T1 arg1)
   bei IcaroRPG.Items.colShapeEnterEvent(ColShape shape, NetHandle entity)
   bei GrandTheftMultiplayer.Server.API.API.invokeColShapeEnter(ColShape shape, NetHandle vehicle)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass49_0.<InvokeColshapeEnter>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass19_0.<MainThreadLoop>b__0(Object <p0>)
2018-02-07 18:15:38.5338 | Error | ScriptingEngine | EXCEPTION IN RESOURCE lsrp INSIDE SCRIPTENGINE Items Microsoft.CSharp.RuntimeBinder.RuntimeBinderInternalCompilerException: Unerwartete Ausnahme beim Binden eines dynamischen Vorgangs
   bei Microsoft.CSharp.RuntimeBinder.RuntimeBinder.Bind(DynamicMetaObjectBinder payload, IEnumerable`1 parameters, DynamicMetaObject[] args, DynamicMetaObject& deferredBinding)
   bei Microsoft.CSharp.RuntimeBinder.BinderHelper.Bind(DynamicMetaObjectBinder action, RuntimeBinder binder, IEnumerable`1 args, IEnumerable`1 arginfos, DynamicMetaObject onBindingError)
   bei Microsoft.CSharp.RuntimeBinder.CSharpInvokeMemberBinder.FallbackInvokeMember(DynamicMetaObject target, DynamicMetaObject[] args, DynamicMetaObject errorSuggestion)
   bei System.Dynamic.DynamicMetaObject.BindInvokeMember(InvokeMemberBinder binder, DynamicMetaObject[] args)
   bei System.Dynamic.DynamicMetaObjectBinder.Bind(Object[] args, ReadOnlyCollection`1 parameters, LabelTarget returnLabel)
   bei System.Runtime.CompilerServices.CallSiteBinder.BindCore[T](CallSite`1 site, Object[] args)
   bei System.Dynamic.UpdateDelegates.UpdateAndExecuteVoid2[T0,T1](CallSite site, T0 arg0, T1 arg1)
   bei IcaroRPG.Items.colShapeEnterEvent(ColShape shape, NetHandle entity)
   bei GrandTheftMultiplayer.Server.API.API.invokeColShapeEnter(ColShape shape, NetHandle vehicle)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass49_0.<InvokeColshapeEnter>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass19_0.<MainThreadLoop>b__0(Object <p0>)
2018-02-07 18:15:38.5338 | Error | ScriptingEngine | EXCEPTION IN RESOURCE lsrp INSIDE SCRIPTENGINE Items Microsoft.CSharp.RuntimeBinder.RuntimeBinderInternalCompilerException: Unerwartete Ausnahme beim Binden eines dynamischen Vorgangs
   bei Microsoft.CSharp.RuntimeBinder.RuntimeBinder.Bind(DynamicMetaObjectBinder payload, IEnumerable`1 parameters, DynamicMetaObject[] args, DynamicMetaObject& deferredBinding)
   bei Microsoft.CSharp.RuntimeBinder.BinderHelper.Bind(DynamicMetaObjectBinder action, RuntimeBinder binder, IEnumerable`1 args, IEnumerable`1 arginfos, DynamicMetaObject onBindingError)
   bei Microsoft.CSharp.RuntimeBinder.CSharpInvokeMemberBinder.FallbackInvokeMember(DynamicMetaObject target, DynamicMetaObject[] args, DynamicMetaObject errorSuggestion)
   bei System.Dynamic.DynamicMetaObject.BindInvokeMember(InvokeMemberBinder binder, DynamicMetaObject[] args)
   bei System.Dynamic.DynamicMetaObjectBinder.Bind(Object[] args, ReadOnlyCollection`1 parameters, LabelTarget returnLabel)
   bei System.Runtime.CompilerServices.CallSiteBinder.BindCore[T](CallSite`1 site, Object[] args)
   bei System.Dynamic.UpdateDelegates.UpdateAndExecuteVoid2[T0,T1](CallSite site, T0 arg0, T1 arg1)
   bei IcaroRPG.Items.colShapeEnterEvent(ColShape shape, NetHandle entity)
   bei GrandTheftMultiplayer.Server.API.API.invokeColShapeEnter(ColShape shape, NetHandle vehicle)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass49_0.<InvokeColshapeEnter>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass19_0.<MainThreadLoop>b__0(Object <p0>)
2018-02-07 18:16:37.8525 |  Info | GameServer | Stopping lsrp 
2018-02-07 18:16:38.5870 | Error | ScriptingEngine | Unhandled exception caught in ConnectionManager from resource lsrp Microsoft.CSharp.RuntimeBinder.RuntimeBinderException: NULL kann nicht in int konvertiert werden, da dieser Werttyp nicht auf NULL festgelegt werden kann.
   bei CallSite.Target(Closure , CallSite , Object )
   bei System.Dynamic.UpdateDelegates.UpdateAndExecute1[T0,TRet](CallSite site, T0 arg0)
   bei IcaroRPG.ConnectionManager.OnResourceStop()
   bei GrandTheftMultiplayer.Server.API.API.invokeResourceStop()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<InvokeResourceStop>b__28_2()
2018-02-07 18:16:42.6656 |  Info | GameServer | Stopped lsrp. 
2018-02-07 18:16:42.6656 |  Info | GameServer | Starting lsrp 
2018-02-07 18:16:43.6032 |  Info | ServerAPI | Database initialized! 
2018-02-07 18:16:43.6032 |  Info | ServerAPI | [WHITELIST] Whitelist is aus 
2018-02-07 18:16:43.6188 |  Info | ServerAPI | Loading homes... 
2018-02-07 18:16:43.6188 |  Info | ServerAPI | Loaded Home ID:1 
2018-02-07 18:16:43.6188 |  Info | ServerAPI | Loaded Home ID:2 
2018-02-07 18:16:43.6188 |  Info | ServerAPI | Loaded Home ID:3 
2018-02-07 18:16:43.6188 |  Info | ServerAPI | Loaded Home ID:4 
2018-02-07 18:16:43.6188 |  Info | ServerAPI | Loaded Home ID:5 
2018-02-07 18:16:43.6188 |  Info | ServerAPI | Loaded Home ID:6 
2018-02-07 18:16:43.6188 |  Info | ServerAPI | Loaded Home ID:7 
2018-02-07 18:16:43.6188 |  Info | ServerAPI | Loaded Home ID:8 
2018-02-07 18:16:43.6188 |  Info | ServerAPI | Loaded Home ID:9 
2018-02-07 18:16:43.6188 |  Info | ServerAPI | Loaded Home ID:10 
2018-02-07 18:16:43.6344 |  Info | ServerAPI | Loaded Home ID:11 
2018-02-07 18:16:43.6344 |  Info | ServerAPI | Loaded Home ID:12 
2018-02-07 18:16:43.6344 |  Info | ServerAPI | Loaded Home ID:13 
2018-02-07 18:16:43.6344 |  Info | ServerAPI | Loaded Home ID:14 
2018-02-07 18:16:43.6344 |  Info | ServerAPI | Loaded Home ID:15 
2018-02-07 18:16:43.6344 |  Info | ServerAPI | Loaded Home ID:16 
2018-02-07 18:16:43.6344 |  Info | ServerAPI | Loaded Home ID:17 
2018-02-07 18:16:43.6344 |  Info | ServerAPI | Loaded Home ID:18 
2018-02-07 18:16:43.6344 |  Info | ServerAPI | Loaded Home ID:19 
2018-02-07 18:16:43.6344 |  Info | ServerAPI | Loaded Home ID:20 
2018-02-07 18:16:43.6344 |  Info | GameServer | Resource lsrp started. 
2018-02-07 18:16:43.6500 |  Info | Items | Items Lod 
2018-02-07 18:16:43.6657 |  Info | Property | Loading oldskool properties... 
2018-02-07 18:16:43.6813 |  Info | Items | Klamottenladen Lod 
2018-02-07 18:16:43.6813 |  Info | VehicleSpawner | load Owned Vehicles 
2018-02-07 18:16:44.1188 |  Info | Property | Loading oldskool properties... 
2018-02-07 18:16:44.1188 | Error | ScriptingEngine | EXCEPTION IN RESOURCE lsrp INSIDE SCRIPTENGINE Property Microsoft.CSharp.RuntimeBinder.RuntimeBinderException: System.Dynamic.ExpandoObject enthält keine Definition für doormanager.
   bei CallSite.Target(Closure , CallSite , Object )
   bei System.Dynamic.UpdateDelegates.UpdateAndExecute1[T0,TRet](CallSite site, T0 arg0)
   bei IcaroRPG.Property.Newskool..ctor(Boolean locked, Boolean forsale, Int32 hid, Int32 price, Vector3 ev, Int32 doormodel)
   bei IcaroRPG.Property.OnStart()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<InvokeResourceStart>b__26_0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass19_0.<MainThreadLoop>b__0(Object <p0>)
2018-02-07 18:17:17.0286 | Error | ScriptingEngine | EXCEPTION IN RESOURCE lsrp INSIDE SCRIPTENGINE Items Microsoft.CSharp.RuntimeBinder.RuntimeBinderInternalCompilerException: Unerwartete Ausnahme beim Binden eines dynamischen Vorgangs
   bei Microsoft.CSharp.RuntimeBinder.RuntimeBinder.Bind(DynamicMetaObjectBinder payload, IEnumerable`1 parameters, DynamicMetaObject[] args, DynamicMetaObject& deferredBinding)
   bei Microsoft.CSharp.RuntimeBinder.BinderHelper.Bind(DynamicMetaObjectBinder action, RuntimeBinder binder, IEnumerable`1 args, IEnumerable`1 arginfos, DynamicMetaObject onBindingError)
   bei Microsoft.CSharp.RuntimeBinder.CSharpInvokeMemberBinder.FallbackInvokeMember(DynamicMetaObject target, DynamicMetaObject[] args, DynamicMetaObject errorSuggestion)
   bei System.Dynamic.DynamicMetaObject.BindInvokeMember(InvokeMemberBinder binder, DynamicMetaObject[] args)
   bei System.Dynamic.DynamicMetaObjectBinder.Bind(Object[] args, ReadOnlyCollection`1 parameters, LabelTarget returnLabel)
   bei System.Runtime.CompilerServices.CallSiteBinder.BindCore[T](CallSite`1 site, Object[] args)
   bei System.Dynamic.UpdateDelegates.UpdateAndExecuteVoid2[T0,T1](CallSite site, T0 arg0, T1 arg1)
   bei IcaroRPG.Items.colShapeEnterEvent(ColShape shape, NetHandle entity)
   bei GrandTheftMultiplayer.Server.API.API.invokeColShapeEnter(ColShape shape, NetHandle vehicle)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass49_0.<InvokeColshapeEnter>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass19_0.<MainThreadLoop>b__0(Object <p0>)
2018-02-07 18:17:17.0286 | Error | ScriptingEngine | EXCEPTION IN RESOURCE lsrp INSIDE SCRIPTENGINE Items Microsoft.CSharp.RuntimeBinder.RuntimeBinderInternalCompilerException: Unerwartete Ausnahme beim Binden eines dynamischen Vorgangs
   bei Microsoft.CSharp.RuntimeBinder.RuntimeBinder.Bind(DynamicMetaObjectBinder payload, IEnumerable`1 parameters, DynamicMetaObject[] args, DynamicMetaObject& deferredBinding)
   bei Microsoft.CSharp.RuntimeBinder.BinderHelper.Bind(DynamicMetaObjectBinder action, RuntimeBinder binder, IEnumerable`1 args, IEnumerable`1 arginfos, DynamicMetaObject onBindingError)
   bei Microsoft.CSharp.RuntimeBinder.CSharpInvokeMemberBinder.FallbackInvokeMember(DynamicMetaObject target, DynamicMetaObject[] args, DynamicMetaObject errorSuggestion)
   bei System.Dynamic.DynamicMetaObject.BindInvokeMember(InvokeMemberBinder binder, DynamicMetaObject[] args)
   bei System.Dynamic.DynamicMetaObjectBinder.Bind(Object[] args, ReadOnlyCollection`1 parameters, LabelTarget returnLabel)
   bei System.Runtime.CompilerServices.CallSiteBinder.BindCore[T](CallSite`1 site, Object[] args)
   bei System.Dynamic.UpdateDelegates.UpdateAndExecuteVoid2[T0,T1](CallSite site, T0 arg0, T1 arg1)
   bei IcaroRPG.Items.colShapeEnterEvent(ColShape shape, NetHandle entity)
   bei GrandTheftMultiplayer.Server.API.API.invokeColShapeEnter(ColShape shape, NetHandle vehicle)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass49_0.<InvokeColshapeEnter>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass19_0.<MainThreadLoop>b__0(Object <p0>)
2018-02-07 18:17:17.0286 |  Info | ServerAPI | 45 
2018-02-07 18:17:17.0286 |  Info | ServerAPI | car shop 
2018-02-07 18:17:17.0286 | Error | ScriptingEngine | EXCEPTION IN RESOURCE lsrp INSIDE SCRIPTENGINE Items Microsoft.CSharp.RuntimeBinder.RuntimeBinderInternalCompilerException: Unerwartete Ausnahme beim Binden eines dynamischen Vorgangs
   bei Microsoft.CSharp.RuntimeBinder.RuntimeBinder.Bind(DynamicMetaObjectBinder payload, IEnumerable`1 parameters, DynamicMetaObject[] args, DynamicMetaObject& deferredBinding)
   bei Microsoft.CSharp.RuntimeBinder.BinderHelper.Bind(DynamicMetaObjectBinder action, RuntimeBinder binder, IEnumerable`1 args, IEnumerable`1 arginfos, DynamicMetaObject onBindingError)
   bei Microsoft.CSharp.RuntimeBinder.CSharpInvokeMemberBinder.FallbackInvokeMember(DynamicMetaObject target, DynamicMetaObject[] args, DynamicMetaObject errorSuggestion)
   bei System.Dynamic.DynamicMetaObject.BindInvokeMember(InvokeMemberBinder binder, DynamicMetaObject[] args)
   bei System.Dynamic.DynamicMetaObjectBinder.Bind(Object[] args, ReadOnlyCollection`1 parameters, LabelTarget returnLabel)
   bei System.Runtime.CompilerServices.CallSiteBinder.BindCore[T](CallSite`1 site, Object[] args)
   bei System.Dynamic.UpdateDelegates.UpdateAndExecuteVoid2[T0,T1](CallSite site, T0 arg0, T1 arg1)
   bei IcaroRPG.Items.colShapeEnterEvent(ColShape shape, NetHandle entity)
   bei GrandTheftMultiplayer.Server.API.API.invokeColShapeEnter(ColShape shape, NetHandle vehicle)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass49_0.<InvokeColshapeEnter>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass19_0.<MainThreadLoop>b__0(Object <p0>)
2018-02-07 18:17:17.0286 | Error | ScriptingEngine | EXCEPTION IN RESOURCE lsrp INSIDE SCRIPTENGINE Items Microsoft.CSharp.RuntimeBinder.RuntimeBinderInternalCompilerException: Unerwartete Ausnahme beim Binden eines dynamischen Vorgangs
   bei Microsoft.CSharp.RuntimeBinder.RuntimeBinder.Bind(DynamicMetaObjectBinder payload, IEnumerable`1 parameters, DynamicMetaObject[] args, DynamicMetaObject& deferredBinding)
   bei Microsoft.CSharp.RuntimeBinder.BinderHelper.Bind(DynamicMetaObjectBinder action, RuntimeBinder binder, IEnumerable`1 args, IEnumerable`1 arginfos, DynamicMetaObject onBindingError)
   bei Microsoft.CSharp.RuntimeBinder.CSharpInvokeMemberBinder.FallbackInvokeMember(DynamicMetaObject target, DynamicMetaObject[] args, DynamicMetaObject errorSuggestion)
   bei System.Dynamic.DynamicMetaObject.BindInvokeMember(InvokeMemberBinder binder, DynamicMetaObject[] args)
   bei System.Dynamic.DynamicMetaObjectBinder.Bind(Object[] args, ReadOnlyCollection`1 parameters, LabelTarget returnLabel)
   bei System.Runtime.CompilerServices.CallSiteBinder.BindCore[T](CallSite`1 site, Object[] args)
   bei System.Dynamic.UpdateDelegates.UpdateAndExecuteVoid2[T0,T1](CallSite site, T0 arg0, T1 arg1)
   bei IcaroRPG.Items.colShapeEnterEvent(ColShape shape, NetHandle entity)
   bei GrandTheftMultiplayer.Server.API.API.invokeColShapeEnter(ColShape shape, NetHandle vehicle)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass49_0.<InvokeColshapeEnter>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass19_0.<MainThreadLoop>b__0(Object <p0>)
2018-02-07 18:17:26.7327 | Debug | GameServer | Announcing self to master server... 
2018-02-07 18:19:26.7454 | Debug | GameServer | Announcing self to master server... 
2018-02-07 18:20:22.5481 |  Info | ServerAPI | 45 
2018-02-07 18:20:22.5481 |  Info | ServerAPI | car shop 
2018-02-07 18:20:22.5481 | Error | ScriptingEngine | EXCEPTION IN RESOURCE lsrp INSIDE SCRIPTENGINE Items Microsoft.CSharp.RuntimeBinder.RuntimeBinderInternalCompilerException: Unerwartete Ausnahme beim Binden eines dynamischen Vorgangs
   bei Microsoft.CSharp.RuntimeBinder.RuntimeBinder.Bind(DynamicMetaObjectBinder payload, IEnumerable`1 parameters, DynamicMetaObject[] args, DynamicMetaObject& deferredBinding)
   bei Microsoft.CSharp.RuntimeBinder.BinderHelper.Bind(DynamicMetaObjectBinder action, RuntimeBinder binder, IEnumerable`1 args, IEnumerable`1 arginfos, DynamicMetaObject onBindingError)
   bei Microsoft.CSharp.RuntimeBinder.CSharpInvokeMemberBinder.FallbackInvokeMember(DynamicMetaObject target, DynamicMetaObject[] args, DynamicMetaObject errorSuggestion)
   bei System.Dynamic.DynamicMetaObject.BindInvokeMember(InvokeMemberBinder binder, DynamicMetaObject[] args)
   bei System.Dynamic.DynamicMetaObjectBinder.Bind(Object[] args, ReadOnlyCollection`1 parameters, LabelTarget returnLabel)
   bei System.Runtime.CompilerServices.CallSiteBinder.BindCore[T](CallSite`1 site, Object[] args)
   bei System.Dynamic.UpdateDelegates.UpdateAndExecuteVoid2[T0,T1](CallSite site, T0 arg0, T1 arg1)
   bei IcaroRPG.Items.colShapeEnterEvent(ColShape shape, NetHandle entity)
   bei GrandTheftMultiplayer.Server.API.API.invokeColShapeEnter(ColShape shape, NetHandle vehicle)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass49_0.<InvokeColshapeEnter>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass19_0.<MainThreadLoop>b__0(Object <p0>)
2018-02-07 18:20:22.5481 | Error | ScriptingEngine | EXCEPTION IN RESOURCE lsrp INSIDE SCRIPTENGINE Items Microsoft.CSharp.RuntimeBinder.RuntimeBinderInternalCompilerException: Unerwartete Ausnahme beim Binden eines dynamischen Vorgangs
   bei Microsoft.CSharp.RuntimeBinder.RuntimeBinder.Bind(DynamicMetaObjectBinder payload, IEnumerable`1 parameters, DynamicMetaObject[] args, DynamicMetaObject& deferredBinding)
   bei Microsoft.CSharp.RuntimeBinder.BinderHelper.Bind(DynamicMetaObjectBinder action, RuntimeBinder binder, IEnumerable`1 args, IEnumerable`1 arginfos, DynamicMetaObject onBindingError)
   bei Microsoft.CSharp.RuntimeBinder.CSharpInvokeMemberBinder.FallbackInvokeMember(DynamicMetaObject target, DynamicMetaObject[] args, DynamicMetaObject errorSuggestion)
   bei System.Dynamic.DynamicMetaObject.BindInvokeMember(InvokeMemberBinder binder, DynamicMetaObject[] args)
   bei System.Dynamic.DynamicMetaObjectBinder.Bind(Object[] args, ReadOnlyCollection`1 parameters, LabelTarget returnLabel)
   bei System.Runtime.CompilerServices.CallSiteBinder.BindCore[T](CallSite`1 site, Object[] args)
   bei System.Dynamic.UpdateDelegates.UpdateAndExecuteVoid2[T0,T1](CallSite site, T0 arg0, T1 arg1)
   bei IcaroRPG.Items.colShapeEnterEvent(ColShape shape, NetHandle entity)
   bei GrandTheftMultiplayer.Server.API.API.invokeColShapeEnter(ColShape shape, NetHandle vehicle)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass49_0.<InvokeColshapeEnter>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass19_0.<MainThreadLoop>b__0(Object <p0>)
2018-02-07 18:20:22.5481 | Error | ScriptingEngine | EXCEPTION IN RESOURCE lsrp INSIDE SCRIPTENGINE Items Microsoft.CSharp.RuntimeBinder.RuntimeBinderInternalCompilerException: Unerwartete Ausnahme beim Binden eines dynamischen Vorgangs
   bei Microsoft.CSharp.RuntimeBinder.RuntimeBinder.Bind(DynamicMetaObjectBinder payload, IEnumerable`1 parameters, DynamicMetaObject[] args, DynamicMetaObject& deferredBinding)
   bei Microsoft.CSharp.RuntimeBinder.BinderHelper.Bind(DynamicMetaObjectBinder action, RuntimeBinder binder, IEnumerable`1 args, IEnumerable`1 arginfos, DynamicMetaObject onBindingError)
